priority,name,lifeDates,artworkCount,slug,status,note
"323","Amalia Corchs Quintela","1912-","2","amalia-corchs-quintela","necesita imagen",""
"324","Amanda Rímolo","","2","amanda-rimolo","necesita imagen",""
"325","Ambrosio Luis Garneray","1783-1857","2","ambrosio-luis-garneray","necesita imagen",""
"326","Andrés Etchebarne Bidart","1889-1931","2","andres-etchebarne-bidart","necesita imagen",""
"327","Angélica Togores","1907-1985","2","angelica-togores","necesita imagen",""
"328","Antonio Rafael Lista","1910-2000","2","antonio-rafael-lista","necesita imagen",""
"329","Antonio Seguí","1934-2022","2","antonio-segui","necesita imagen",""
"330","Antonio Slepak","1939-2016","2","antonio-slepak","necesita imagen",""
"331","Aristides Maillol","1861-1944","2","aristides-maillol","necesita imagen",""
"332","Artistas varios","","2","artistas-varios","necesita imagen",""
"333","Baldomero Galofre","1846-1902","2","baldomero-galofre","necesita imagen",""
"334","Bengt Hellgren","1928-","2","bengt-hellgren","necesita imagen",""
"335","Berta Burghi","1930-2021","2","berta-burghi","necesita imagen",""
"336","Berthe Morisot","1841-1895","2","berthe-morisot","necesita imagen",""
"337","Brenda Lissardy","1907-1992","2","brenda-lissardy","necesita imagen",""
"338","Bruno Widmann","1930-2017","2","bruno-widmann","necesita imagen",""
"339","Carlos Arboleda","1929-2021","2","carlos-arboleda","necesita imagen",""
"340","Carlos Corsetti","1823-1903","2","carlos-corsetti","necesita imagen",""
"341","Carlos María Herrera (hijo)","1904-1968","2","carlos-maria-herrera-hijo","necesita imagen",""
"342","Carlos Páez Vilaró","1923-2014","2","carlos-paez-vilaro","necesita imagen",""
"343","Carlos Seveso","1954-","2","carlos-seveso","necesita imagen",""
"344","Carlos Washington Aliseris Genta","1898-1974","2","carlos-washington-aliseris-genta","necesita imagen",""
"345","Carmelo Arden Quin","1913-2010","2","carmelo-arden-quin","necesita imagen",""
"346","Cayetano Gallino","1804-1884","2","cayetano-gallino","necesita imagen",""
"347","Cecilia Brugnini","1943-","2","cecilia-brugnini","necesita imagen",""
"348","Celia Giacosa","","2","celia-giacosa","necesita imagen",""
"349","Cesáreo Bernaldo de Quirós","1879-1968","2","cesareo-bernaldo-de-quiros","necesita imagen",""
"350","Charles Martin Sauvaigo","1881-1970","2","charles-martin-sauvaigo","necesita imagen",""
"351","Clarina Vicens","1938-","2","clarina-vicens","necesita imagen",""
"352","Cristy Gava","1916-1985","2","cristy-gava","necesita imagen",""
"353","Daniel Amaral Oyarvide","1951-","2","daniel-amaral-oyarvide","necesita imagen",""
"354","Dante Ferrer Saravia","1920-","2","dante-ferrer-saravia","necesita imagen",""
"355","Dermont","","2","dermont","necesita imagen",""
"356","Diego Focaccio","1967-","2","diego-focaccio","necesita imagen",""
"357","Domingo Giaudrone","1889-1968","2","domingo-giaudrone","necesita imagen",""
"358","Domingo Mora","1840-1911","2","domingo-mora","necesita imagen",""
"359","Dunoyer De Segonzag","1884-1974","2","dunoyer-de-segonzag","necesita imagen",""
"360","Edouard Pignon","1905-1993","2","edouard-pignon","necesita imagen",""
"361","Eduardo Cardozo","1965-","2","eduardo-cardozo","necesita imagen",""
"362","Eduardo Fornasari Baum","1946-","2","eduardo-fornasari-baum","necesita imagen",""
"363","Eduardo Lapaitis Vaikunaite","1931-","2","eduardo-lapaitis-vaikunaite","necesita imagen",""
"364","Eduardo Vallarino","1907-1971","2","eduardo-vallarino","necesita imagen",""
"365","Eliseo Meifren","1859-1940","2","eliseo-meifren","necesita imagen",""
"366","Enrique Fernández Broglia","1942-2013","2","enrique-fernandez-broglia","necesita imagen",""
"367","Ernesto Vila","1936-2025","2","ernesto-vila","necesita imagen",""
"368","Eurídice Méndez de Cruz","1912-","2","euridice-mendez-de-cruz","necesita imagen",""
"369","Ezequiel Duarte","1800-","2","ezequiel-duarte","necesita imagen",""
"370","Federico Emilio Jeannin","1859-1925","2","federico-emilio-jeannin","necesita imagen",""
"371","Félix Braquemond","1833-1914","2","felix-braquemond","necesita imagen",""
"372","Fernand Maillaud","1862-1948","2","fernand-maillaud","necesita imagen",""
"373","Fernando Cabezudo","1927-2014","2","fernando-cabezudo","necesita imagen",""
"374","Fernando Laroche","1870-1938","2","fernando-laroche","necesita imagen",""
"375","Fernando Olivier","1873-","2","fernando-olivier","necesita imagen",""
"376","Filippo Palizzi","1818-1889","2","filippo-palizzi","necesita imagen",""
"377","Francisco Castro Leñero","1954-","2","francisco-castro-lenero","necesita imagen",""
"378","Giuseppe Quaranta","1851-1921","2","giuseppe-quaranta","necesita imagen",""
"379","Guillermo León Fernández","1928-2007","2","guillermo-leon-fernandez","necesita imagen",""
"380","Guiomar S. Fagúndes","1869-","2","guiomar-s-fagundes","necesita imagen",""
"381","Gustavo Fernández","1958-","2","gustavo-fernandez","necesita imagen",""
"382","Haroldo González Nicolini","1941-","2","haroldo-gonzalez-nicolini","necesita imagen",""
"383","Henry Katser","1942-","2","henry-katser","necesita imagen",""
"384","Hervé Fischer","1941-","2","herve-fischer","necesita imagen",""
"385","Horacio Martínez Ferrer","","2","horacio-martinez-ferrer","necesita imagen",""
"386","Hugo Luis Ricobaldi","1937-","2","hugo-luis-ricobaldi","necesita imagen",""
"387","Ignacio Zuloaga","1870-1945","2","ignacio-zuloaga","necesita imagen",""
"388","Ivan Mestrovi&#263;","1883-1962","2","ivan-mestrovi-263","necesita imagen",""
"389","J. Mauron","","2","j-mauron","necesita imagen",""
"390","Jaime Washington Alaluf","1921-","2","jaime-washington-alaluf","necesita imagen",""
"391","Jaques Villon","1875-","2","jaques-villon","necesita imagen",""
"392","Javier Gil","1961-","2","javier-gil","necesita imagen",""
"393","Joaquin Sorolla y Bastida","1863-1923","2","joaquin-sorolla-y-bastida","necesita imagen",""
"394","Jonio Montiel","1924-1986","2","jonio-montiel","necesita imagen",""
"395","Jorge Brito (o Britos)","1925-1996","2","jorge-brito-o-britos","necesita imagen",""
"396","Jorge Carrozzino","1938-1986","2","jorge-carrozzino","necesita imagen",""
"397","Jorge Casterán","1944-2016","2","jorge-casteran","necesita imagen",""
"398","José Alassio","1875-1916","2","jose-alassio","necesita imagen",""
"399","José Bernard","1866-1931","2","jose-bernard","necesita imagen",""
"400","José Gurvich","1927-1974","2","jose-gurvich","necesita imagen",""
"401","José Miguel Pallejá","1861-1887","2","jose-miguel-palleja","necesita imagen",""
"402","José Pedro Montero Bustamante","1875-1927","2","jose-pedro-montero-bustamante","necesita imagen",""
"403","Juan C. Montero Zorrilla","1912-1994","2","juan-c-montero-zorrilla","necesita imagen",""
"404","Juan Carlos Demarco","1921-1999","2","juan-carlos-demarco","necesita imagen",""
"405","Juan Carlos Viera","1913-","2","juan-carlos-viera","necesita imagen",""
"406","Juan Eduardo Markarián","1930-","2","juan-eduardo-markarian","necesita imagen",""
"407","Juan Manuel Rodríguez","1980-","2","juan-manuel-rodriguez","necesita imagen",""
"408","Juan Sanuy","1850-1908","2","juan-sanuy","necesita imagen",""
"409","Jules Desbois","1851-1935","2","jules-desbois","necesita imagen",""
"410","Julio Carlos Rozier","","2","julio-carlos-rozier","necesita imagen",""
"411","Julio José González Díaz","1926-","2","julio-jose-gonzalez-diaz","necesita imagen",""
"412","Julio Testoni","1948-","2","julio-testoni","necesita imagen",""
"413","Kouei, Hia","","2","kouei-hia","necesita imagen",""
"414","L. Richard","","2","l-richard","necesita imagen",""
"415","León Gischia","1903-1991","2","leon-gischia","necesita imagen",""
"416","Léonie Matthis","1883-1952","2","leonie-matthis","necesita imagen",""
"417","Linda Kohen","1924-2026","2","linda-kohen","necesita imagen",""
"418","Louis Coignard","1810-1883","2","louis-coignard","necesita imagen",""
"419","Luis Falcini","1889-1973","2","luis-falcini","necesita imagen",""
"420","Luis Gianmarchi","1904-1976","2","luis-gianmarchi","necesita imagen",""
"421","Luis Goyanes","1907-","2","luis-goyanes","necesita imagen",""
"422","Luis Vasalli","","2","luis-vasalli","necesita imagen",""
"423","Manuel Barthold","1874-1947","2","manuel-barthold","necesita imagen",""
"424","Manuel Carbajal Victorica","1896-1951","2","manuel-carbajal-victorica","necesita imagen",""
"425","Manuel Colmeiro","1901-1999","2","manuel-colmeiro","necesita imagen",""
"426","Manuel Domínguez Nieto","1919-2002","2","manuel-dominguez-nieto","necesita imagen",""
"427","Manuel López Cortés","1918-2002","2","manuel-lopez-cortes","necesita imagen",""
"428","Marandon De Montyel","1784-1854","2","marandon-de-montyel","necesita imagen",""
"429","María Luisa Gil Janeiro","1917-","2","maria-luisa-gil-janeiro","necesita imagen",""
"430","María Mercedes De Luis","1922-2012","2","maria-mercedes-de-luis","necesita imagen",""
"431","María Olga Piria de Jaureguy","1927-2015","2","maria-olga-piria-de-jaureguy","necesita imagen",""
"432","Marie Laurencin","1883-1956","2","marie-laurencin","necesita imagen",""
"433","Mario Eduardo De Cola","1927-","2","mario-eduardo-de-cola","necesita imagen",""
"434","Marta Carafi","1904-1994","2","marta-carafi","necesita imagen",""
"435","Maruyama Okyo","1733-1795","2","maruyama-okyo","necesita imagen",""
"436","Miguel Ángel del Pino y Sardá","1890-1973","2","miguel-angel-del-pino-y-sarda","necesita imagen",""
"437","Miguel Bresciano","1937-1979","2","miguel-bresciano","necesita imagen",""
"438","Narcisse-Virgile Díaz de la Peña","1808-1876","2","narcisse-virgile-diaz-de-la-pena","necesita imagen",""
"439","Nelson Romero","1951-2012","2","nelson-romero","necesita imagen",""
"440","Nicolás Cuparo","1906-1976","2","nicolas-cuparo","necesita imagen",""
"441","Octavio Pinto","1890-1941","2","octavio-pinto","necesita imagen",""
"442","Octavio Podestá","1929-","2","octavio-podesta","necesita imagen",""
"443","Odilón Redón","1840-1916","2","odilon-redon","necesita imagen",""
"444","Omar W. Bulla Firpo","1919-","2","omar-w-bulla-firpo","necesita imagen",""
"445","Oscar Ferrando","1943-","2","oscar-ferrando","necesita imagen",""
"446","Oswaldo Goeldi","1895-1961","2","oswaldo-goeldi","necesita imagen",""
"447","Pablo Mañé Garzón","1921-2004","2","pablo-mane-garzon","necesita imagen",""
"448","Paul Gavarni","1804-1866","2","paul-gavarni","necesita imagen",""
"449","Pedro Miguel Astapenco","1924-2005","2","pedro-miguel-astapenco","necesita imagen",""
"450","Pierre Alechinsky","1927-","2","pierre-alechinsky","necesita imagen",""
"451","Pierre Guastalla","1891-1968","2","pierre-guastalla","necesita imagen",""
"452","Rafael Lorente","1940-","2","rafael-lorente","necesita imagen",""
"453","Rafael Ruano","1925-2016","2","rafael-ruano","necesita imagen",""
"454","Ramón Bauzá","1894-1969","2","ramon-bauza","necesita imagen",""
"455","Robert Delaunay","1885-1941","2","robert-delaunay","necesita imagen",""
"456","Roberto Orlando","1915-","2","roberto-orlando","necesita imagen",""
"457","Rolf Cavael","1898-1979","2","rolf-cavael","necesita imagen",""
"458","Rómulo Roberto Aguerre","1919-2002","2","romulo-roberto-aguerre","necesita imagen",""
"459","Salvador Carbonell y Migal","1881-1956","2","salvador-carbonell-y-migal","necesita imagen",""
"460","Santiago Rico","1800-","2","santiago-rico","necesita imagen",""
"461","Saralegui","","2","saralegui","necesita imagen",""
"462","Stelio Belloni","1920-1989","2","stelio-belloni","necesita imagen",""
"463","Tranquillo Marangoni","1912-1992","2","tranquillo-marangoni","necesita imagen",""
"464","Ulpiano Checa y Sánz","1860-1916","2","ulpiano-checa-y-sanz","necesita imagen",""
"465","Vadine Androusov","1895-1975","2","vadine-androusov","necesita imagen",""
"466","Víctor Delhez","1902-1985","2","victor-delhez","necesita imagen",""
"467","Virginia Patrone","1950-","2","virginia-patrone","necesita imagen",""
"468","Yves Alix","1890-1969","2","yves-alix","necesita imagen",""
"469","'Enzo' Doméstico Kabregú","1906-1972","1","enzo-domestico-kabregu","necesita imagen",""
"470","A. Moline","1800-","1","a-moline","necesita imagen",""
"471","A. Patimont","","1","a-patimont","necesita imagen",""
"472","A. Schuria","","1","a-schuria","necesita imagen",""
"473","Abel Rezzano","1936-2020","1","abel-rezzano","necesita imagen",""
"474","Adela Neffa","1922-2019","1","adela-neffa","necesita imagen",""
"475","Adolfo Mexiac","1927-2019","1","adolfo-mexiac","necesita imagen",""
"476","Adrien-Jean Le Mayeur","1880-1958","1","adrien-jean-le-mayeur","necesita imagen",""
"477","Agustín Ezcurra","1880-1958","1","agustin-ezcurra","necesita imagen",""
"478","Agustín Sabella","1977-","1","agustin-sabella","necesita imagen",""
"479","Aime Stevens","1879-1951","1","aime-stevens","necesita imagen",""
"480","Alba Ardao","1910-","1","alba-ardao","necesita imagen",""
"481","Albert Claeys","1889-1967","1","albert-claeys","necesita imagen",""
"482","Albert Gleizes","1881-1953","1","albert-gleizes","necesita imagen",""
"483","Albert Loriol","1882-","1","albert-loriol","necesita imagen",""
"484","Alberto Delmonte","1933-2005","1","alberto-delmonte","necesita imagen",""
"485","Alberto Lagos","1885-1960","1","alberto-lagos","necesita imagen",""
"486","Alberto Lastreto","1951-","1","alberto-lastreto","necesita imagen",""
"487","Alberto Magnelli","1888-1971","1","alberto-magnelli","necesita imagen",""
"488","Alberto Plá Rubio","1867-1937","1","alberto-pla-rubio","necesita imagen",""
"489","Alberto Schwartz","1800-","1","alberto-schwartz","necesita imagen",""
"490","Albrecht Dürer","-1528","1","albrecht-durer","necesita imagen",""
"491","Alejandro Casares Mora","1942-2020","1","alejandro-casares-mora","necesita imagen",""
"492","Alejandro Márquez","1882-1959","1","alejandro-marquez","necesita imagen",""
"493","Alejandro Metalo Gibert","1902-1966","1","alejandro-metalo-gibert","necesita imagen",""
"494","Alejandro Pérez Cruz","1966-","1","alejandro-perez-cruz","necesita imagen",""
"495","Alfred Broquelet","1861-1957","1","alfred-broquelet","necesita imagen",""
"496","Alfredo Benítez","1888-1938","1","alfredo-benitez","necesita imagen",""
"497","Alfredo Francisco Sollazzo","1895-1963","1","alfredo-francisco-sollazzo","necesita imagen",""
"498","Alfredo Peirano","","1","alfredo-peirano","necesita imagen",""
"499","Alfredo Sisley","1839-1899","1","alfredo-sisley","necesita imagen",""
"500","Álvaro Diego Gómez Campuzano","1956-","1","alvaro-diego-gomez-campuzano","necesita imagen",""
"501","Amado Chihan","1927-2014","1","amado-chihan","necesita imagen",""
"502","Américo Aragunde","1877-1953","1","americo-aragunde","necesita imagen",""
"503","Ana Ma. Fabini","","1","ana-ma-fabini","necesita imagen",""
"504","Ana Ma. Prendergast","1897-","1","ana-ma-prendergast","necesita imagen",""
"505","Ana Méndez","","1","ana-mendez","necesita imagen",""
"506","Ana Santos","1978-","1","ana-santos","necesita imagen",""
"507","Ana Tiscornia","1951-","1","ana-tiscornia","necesita imagen",""
"508","André Derain","1880-1954","1","andre-derain","necesita imagen",""
"509","Andrés Fougeron","1913-1998","1","andres-fougeron","necesita imagen",""
"510","Andrés Gloria Vázquez","1971-","1","andres-gloria-vazquez","necesita imagen",""
"511","Ángel Cortellini Sánchez","1858-1912","1","angel-cortellini-sanchez","necesita imagen",""
"512","Ángel Damián","1922-1974","1","angel-damian","necesita imagen",""
"513","Ángel Salvador","1910-","1","angel-salvador","necesita imagen",""
"514","Antón Crestar","1896-1983","1","anton-crestar","necesita imagen",""
"515","Antoni Starczewski","1924-2000","1","antoni-starczewski","necesita imagen",""
"516","Antonio Cabral Bejarano","1788-1861","1","antonio-cabral-bejarano","necesita imagen",""
"517","Antonio Le Nain","1599-1648","1","antonio-le-nain","necesita imagen",""
"518","Antonio Pérez Barradas","","1","antonio-perez-barradas","necesita imagen",""
"519","Antonio Rosello Pons","","1","antonio-rosello-pons","necesita imagen",""
"520","Arturo Daneri","1889-","1","arturo-daneri","necesita imagen",""
"521","Arturo García Bustos","1926-","1","arturo-garcia-bustos","necesita imagen",""
"522","Auguste Herbin","1882-1960","1","auguste-herbin","necesita imagen",""
"523","Ayax Barnes","1926-1993","1","ayax-barnes","necesita imagen",""
"524","Azteca de Gyves","1963-","1","azteca-de-gyves","necesita imagen",""
"525","B. Raynaud","","1","b-raynaud","necesita imagen",""
"526","Baldomero Gilli Roig","1873-1926","1","baldomero-gilli-roig","necesita imagen",""
"527","Beatriz Magliati","1932-","1","beatriz-magliati","necesita imagen",""
"528","Benzo Manlio Menotti","","1","benzo-manlio-menotti","necesita imagen",""
"529","Bernardino (Poccetti) Barbatelli","1548-1612","1","bernardino-poccetti-barbatelli","necesita imagen",""
"530","Betsabeé Romero","1963-","1","betsabee-romero","necesita imagen",""
"531","Bolívar Gaudín","1932-2017","1","bolivar-gaudin","necesita imagen",""
"532","Boris Viskin","1960-","1","boris-viskin","necesita imagen",""
"533","Brian Mackern","1962-","1","brian-mackern","necesita imagen",""
"534","C. Demichelli","","1","c-demichelli","necesita imagen",""
"535","C.J. Kranet","","1","c-j-kranet","necesita imagen",""
"536","C.T. Debloise","1851-","1","c-t-debloise","necesita imagen",""
"537","Camille Corot","1796-1875","1","camille-corot","necesita imagen",""
"538","Carlos Aramburu","1951-","1","carlos-aramburu","necesita imagen",""
"539","Carlos Barea","1954-","1","carlos-barea","necesita imagen",""
"540","Carlos Caffera Baru","1931-2010","1","carlos-caffera-baru","necesita imagen",""
"541","Carlos Carvalho","1934-1999","1","carlos-carvalho","necesita imagen",""
"542","Carlos Elena","1895-","1","carlos-elena","necesita imagen",""
"543","Carlos Emilio Dupont","","1","carlos-emilio-dupont","necesita imagen",""
"544","Carlos M. Uriarte","1800-","1","carlos-m-uriarte","necesita imagen",""
"545","Carlos María Martínez","1922-2009","1","carlos-maria-martinez","necesita imagen",""
"546","Carlos Millot","1933-","1","carlos-millot","necesita imagen",""
"547","Carlos Musso","1954-","1","carlos-musso","necesita imagen",""
"548","Carlos Pablo Pieri","1926-1993","1","carlos-pablo-pieri","necesita imagen",""
"549","Carlos Palleiro","","1","carlos-palleiro","necesita imagen",""
"550","Carlos Puig Vazquez","","1","carlos-puig-vazquez","necesita imagen",""
"551","Carlos Rodríguez","","1","carlos-rodriguez","necesita imagen",""
"552","Carlos Sgarbi","1953-","1","carlos-sgarbi","necesita imagen",""
"553","Casimiro Motta","1922-2001","1","casimiro-motta","necesita imagen",""
"554","Ce Vignolo","1971-","1","ce-vignolo","necesita imagen",""
"555","César Baldaccini","1921-1998","1","cesar-baldaccini","necesita imagen",""
"556","Charles Delporte","1928-2012","1","charles-delporte","necesita imagen",""
"557","Charles Walch","1896-1948","1","charles-walch","necesita imagen",""
"558","Cildo Meireles","1948-","1","cildo-meireles","necesita imagen",""
"559","Cisco Jiménez","1969-","1","cisco-jimenez","necesita imagen",""
"560","Clara Heteny de Francini","1919-1974","1","clara-heteny-de-francini","necesita imagen",""
"561","Clara Scremini","1939-","1","clara-scremini","necesita imagen",""
"562","Claude Michelle Bagnalasta","1928-2019","1","claude-michelle-bagnalasta","necesita imagen",""
"563","Crisanto Del Mónaco","1870-1963","1","crisanto-del-monaco","necesita imagen",""
"564","Crispín Vayadares","","1","crispin-vayadares","necesita imagen",""
"565","D. Veracierto","","1","d-veracierto","necesita imagen",""
"566","Daniel Escardó","1957-2018","1","daniel-escardo","necesita imagen",""
"567","Daniel González","1959-","1","daniel-gonzalez","necesita imagen",""
"568","Daniel Ranzoni","1843-1889","1","daniel-ranzoni","necesita imagen",""
"569","David de la Mano","","1","david-de-la-mano","necesita imagen",""
"570","De Lafage G.L.","1830-1858","1","de-lafage-g-l","necesita imagen",""
"571","Delia Demicheri","","1","delia-demicheri","necesita imagen",""
"572","Demián Flores","1971-","1","demian-flores","necesita imagen",""
"573","Diego Donner","1959-","1","diego-donner","necesita imagen",""
"574","Diego Masi","1965-","1","diego-masi","necesita imagen",""
"575","Diego Velazco","1967-","1","diego-velazco","necesita imagen",""
"576","Diógenes Paredes","1910-1968","1","diogenes-paredes","necesita imagen",""
"577","Doménico Failutti","1872-1923","1","domenico-failutti","necesita imagen",""
"578","Doménico Serio Calabrone","1928-2000","1","domenico-serio-calabrone","necesita imagen",""
"579","Domingo Bazzurro","1886-1962","1","domingo-bazzurro","necesita imagen",""
"580","Domingo Ferreira","1940-","1","domingo-ferreira","necesita imagen",""
"581","Duilio Lorenzo Saredo","1906-","1","duilio-lorenzo-saredo","necesita imagen",""
"582","E.J. Jouveneau","","1","e-j-jouveneau","necesita imagen",""
"583","Eddie Martínez","1963-","1","eddie-martinez","necesita imagen",""
"584","Edouard Manet","1832-1883","1","edouard-manet","necesita imagen",""
"585","Édouard Vuillard","1868-1940","1","edouard-vuillard","necesita imagen",""
"586","Eduard Wiiralt","1898-1954","1","eduard-wiiralt","necesita imagen",""
"587","Eduardo Acosta Bentos","1951-","1","eduardo-acosta-bentos","necesita imagen",""
"588","Eduardo R. Petenello","1911-","1","eduardo-r-petenello","necesita imagen",""
"589","Eduardo Rosales","1836-1873","1","eduardo-rosales","necesita imagen",""
"590","Eduardo Sarlós","1938-1998","1","eduardo-sarlos","necesita imagen",""
"591","Eduardo Sixto Acevedo","1933-","1","eduardo-sixto-acevedo","necesita imagen",""
"592","Eduardo Víctor Haedo","1901-1970","1","eduardo-victor-haedo","necesita imagen",""
"593","Efraín Morales Sánchez","1962-","1","efrain-morales-sanchez","necesita imagen",""
"594","Elena Molinari","1956-","1","elena-molinari","necesita imagen",""
"595","Elena Pasquali Marchesi","1908-2003","1","elena-pasquali-marchesi","necesita imagen",""
"596","Elena Sánchez Castellanos","1930-","1","elena-sanchez-castellanos","necesita imagen",""
"597","Elia Laporte","","1","elia-laporte","necesita imagen",""
"598","Elmer W. Schofield","1866-1944","1","elmer-w-schofield","necesita imagen",""
"599","Eloisa Ibarra","1968-","1","eloisa-ibarra","necesita imagen",""
"600","Eloy Tarciso","1955-","1","eloy-tarciso","necesita imagen",""
"601","Ema Real de Azúa","1914-","1","ema-real-de-azua","necesita imagen",""
"602","Ema Vanoni","1895-1970","1","ema-vanoni","necesita imagen",""
"603","Emil Schumacher","1912-1999","1","emil-schumacher","necesita imagen",""
"604","Emile-Louis Derbier","1800-1900","1","emile-louis-derbier","necesita imagen",""
"605","Emiliano Di Cavalcanti","1897-1976","1","emiliano-di-cavalcanti","necesita imagen",""
"606","Emiliano Gironella","1972-","1","emiliano-gironella","necesita imagen",""
"607","Emiliano López Javier","1959-","1","emiliano-lopez-javier","necesita imagen",""
"608","Emilio Petorutti","1892-1971","1","emilio-petorutti","necesita imagen",""
"609","Emma de Badetto","1906-1993","1","emma-de-badetto","necesita imagen",""
"610","Enrico Astorri","1859-1921","1","enrico-astorri","necesita imagen",""
"611","Enrique Flores","1963-","1","enrique-flores","necesita imagen",""
"612","Enrique Leon Voisin","","1","enrique-leon-voisin","necesita imagen",""
"613","Enrique Pérez","1950-","1","enrique-perez","necesita imagen",""
"614","Enrique Serra","1859-1918","1","enrique-serra","necesita imagen",""
"615","Ernesto Alexandro","1906-1948","1","ernesto-alexandro","necesita imagen",""
"616","Esther Raszap de Sandman","1928-2017","1","esther-raszap-de-sandman","necesita imagen",""
"617","Eugène Arbeit","1825-1900","1","eugene-arbeit","necesita imagen",""
"618","Eugène de Kermadec","1899-1976","1","eugene-de-kermadec","necesita imagen",""
"619","Eva Schwartz","1904-","1","eva-schwartz","necesita imagen",""
"620","Eve Renee Nele","1932-","1","eve-renee-nele","necesita imagen",""
"621","Federico Barocci","1535-1612","1","federico-barocci","necesita imagen",""
"622","Federico J. Waugh","","1","federico-j-waugh","necesita imagen",""
"623","Federico Soneira Villademoros","1830-1900","1","federico-soneira-villademoros","necesita imagen",""
"624","Felipe Menini","1873-1940","1","felipe-menini","necesita imagen",""
"625","Felipe Secco","1964-","1","felipe-secco","necesita imagen",""
"626","Félix Morelli","1857-1922","1","felix-morelli","necesita imagen",""
"627","Fernand Debonnaires","1907-1997","1","fernand-debonnaires","necesita imagen",""
"628","Fernando Aceves Humana","1969-","1","fernando-aceves-humana","necesita imagen",""
"629","Fernando Andriacci","1972-","1","fernando-andriacci","necesita imagen",""
"630","Fernando Barrios","1968-","1","fernando-barrios","necesita imagen",""
"631","Fernando de Szyszlo","1925-2017","1","fernando-de-szyszlo","necesita imagen",""
"632","Fidel Sclavo","1960-","1","fidel-sclavo","necesita imagen",""
"633","Flor Minor","1961-","1","flor-minor","necesita imagen",""
"634","Fox Trinaz","1899-1964","1","fox-trinaz","necesita imagen",""
"635","Francesco Mancini","1830-1905","1","francesco-mancini","necesita imagen",""
"636","Francisco Gómez Arballo","1938-","1","francisco-gomez-arballo","necesita imagen",""
"637","Francisco Villar","","1","francisco-villar","necesita imagen",""
"638","Franco Aceves Humana","1965-","1","franco-aceves-humana","necesita imagen",""
"639","Francoise Barón de Gerard","1770-1837","1","francoise-baron-de-gerard","necesita imagen",""
"640","Franklin Undini","","1","franklin-undini","necesita imagen",""
"641","Frantisek Kupka","1871-1957","1","frantisek-kupka","necesita imagen",""
"642","Freddy Sorribas","1938-2017","1","freddy-sorribas","necesita imagen",""
"643","G. Moro","","1","g-moro","necesita imagen",""
"644","G.A.C. Segno","","1","g-a-c-segno","necesita imagen",""
"645","Gabriel Biessy","1854-1935","1","gabriel-biessy","necesita imagen",""
"646","Gabriel Galli","1958-","1","gabriel-galli","necesita imagen",""
"647","Gabriel Lema","1972-","1","gabriel-lema","necesita imagen",""
"648","Gabriel Macotela","1954-","1","gabriel-macotela","necesita imagen",""
"649","Gabriel Marechal","1700-","1","gabriel-marechal","necesita imagen",""
"650","Gabriela Dantes","1914-","1","gabriela-dantes","necesita imagen",""
"651","Gastón Garreaud","1934-2005","1","gaston-garreaud","necesita imagen",""
